url_from,url_to
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/02/24/gathering-tweets-with-python/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/book-review/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/category/uncategorized/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/05/17/elman-rnn-implementation-in-tensorflow/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/04/07/building-a-tic-tac-toe-web-app-with-webpack-babel-react-redux/
https://www.data-blogger.com/author/sarena/,https://www.data-blogger.com/2017/03/15/pi-day-pi-and-the-basel-problem/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/do-it-yourself/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/technology/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/web-technology/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/data-science/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/software-science/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/mathematics/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/personal-projects/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/my-life/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/category/services/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/become-a-blogger/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/contact/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/looking-for-a-data-scientist/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/author/admin/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.linkedin.com/shareArticle?mini=true&title=Scraping+a+website+With+Python+%2B+Scrapy&url=https%3A%2F%2Fwww.data-blogger.com%2F2016%2F08%2F18%2Fscraping-a-website-with-python-scrapy%2F
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://twitter.com/share?text=Scraping+a+website+With+Python+%2B+Scrapy&url=https%3A%2F%2Fwww.data-blogger.com%2F2016%2F08%2F18%2Fscraping-a-website-with-python-scrapy%2F&via=kmjjacobs
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.data-blogger.com%2F2016%2F08%2F18%2Fscraping-a-website-with-python-scrapy%2F
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/tag/python/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/tag/programming/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/tag/software/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,http://www.data-blogger.com/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/2016/08/13/apache-flink-the-next-distributed-data-processing-revolution/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/2016/08/19/cern-deel-4-de-laatste-weken/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/2017/08/27/gru-implementation-tensorflow/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/2017/06/15/fraud-detection-a-simple-machine-learning-approach/
https://www.data-blogger.com/2016/08/18/scraping-a-website-with-python-scrapy/,https://www.data-blogger.com/2017/02/24/gathering-tweets-with-python/
